phrase	category	indexed_at	url	section	section_url
up-case-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-up_002dcase_002dword	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
up-case-word-match	editor-functions	zsh_16.html	User-Contributions.html#index-up_002dcase_002dword_002dmatch	26.7.1 Widgets	User-Contributions.html#Widgets
up-history	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-up_002dhistory	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
up-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-up_002dline	18.6.1 Movement	Zsh-Line-Editor.html#Movement
up-line-or-beginning-search	editor-functions	zsh_16.html	User-Contributions.html#index-up_002dline_002dor_002dbeginning_002dsearch	26.7.1 Widgets	User-Contributions.html#Widgets
up-line-or-history	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-up_002dline_002dor_002dhistory	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
up-line-or-search	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-up_002dline_002dor_002dsearch	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
update, zftp style	styles-and-tags	zsh_19.html	Zftp-Function-System.html#index-update_002c-zftp-style	25.4.1 Configuration	Zftp-Function-System.html#Configuration-3
url-quote-magic	editor-functions	zsh_16.html	User-Contributions.html#index-url_002dquote_002dmagic	26.7.1 Widgets	User-Contributions.html#Widgets
urls, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-urls_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
urls, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-urls_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
use-cache, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-use_002dcache_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
use-compctl, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-use_002dcompctl_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
use-ip, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-use_002dip_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
use-prompt-escapes	styles-and-tags	zsh_19.html	User-Contributions.html#index-use_002dprompt_002descapes	26.5.2 Configuration	User-Contributions.html#vcs_005finfo-Configuration
use-quilt	styles-and-tags	zsh_19.html	User-Contributions.html#index-use_002dquilt	26.5.2 Configuration	User-Contributions.html#vcs_005finfo-Configuration
use-server	styles-and-tags	zsh_19.html	User-Contributions.html#index-use_002dserver	26.5.2 Configuration	User-Contributions.html#vcs_005finfo-Configuration
use-simple	styles-and-tags	zsh_19.html	User-Contributions.html#index-use_002dsimple	26.5.2 Configuration	User-Contributions.html#vcs_005finfo-Configuration
user contributions	concepts	zsh_4.html	User-Contributions.html#index-user-contributions	26 User Contributions	User-Contributions.html#User-Contributions
user selection	concepts	zsh_4.html	Shell-Grammar.html#index-user-selection	6.3 Complex Commands	Shell-Grammar.html#Complex-Commands
userdirs	variables	zsh_7.html	Zsh-Modules.html#index-userdirs	22.20 The zsh/parameter Module	Zsh-Modules.html#The-zsh_002fparameter-Module
usergroups	variables	zsh_7.html	Zsh-Modules.html#index-usergroups	22.20 The zsh/parameter Module	Zsh-Modules.html#The-zsh_002fparameter-Module
USERNAME	variables	zsh_7.html	Parameters.html#index-USERNAME	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
users, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-users_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
users, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-users_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
users, watching	concepts	zsh_4.html	Shell-Builtin-Commands.html#index-users_002c-watching	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
users-hosts, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-users_002dhosts_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
users-hosts-ports, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-users_002dhosts_002dports_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
values, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-values_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
vared	functions	zsh_15.html	Zsh-Line-Editor.html#index-vared	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
vared, compstate	variables	zsh_7.html	Completion-Widgets.html#index-vared_002c-compstate	19.2 Completion Special Parameters	Completion-Widgets.html#Completion-Special-Parameters
variables	concepts	zsh_4.html	Parameters.html#index-variables	15 Parameters	Parameters.html#Parameters
variables, environment	concepts	zsh_4.html	Parameters.html#index-variables_002c-environment	15.1 Description	Parameters.html#Description-5
variant, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-variant_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
vcs_info	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
vcs_info_hookadd	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo_005fhookadd	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
vcs_info_hookdel	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo_005fhookdel	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
vcs_info_lastmsg	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo_005flastmsg	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
vcs_info_printsys	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo_005fprintsys	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
vcs_info_setsys	functions	zsh_15.html	User-Contributions.html#index-vcs_005finfo_005fsetsys	26.5.5 Function Descriptions (Public API)	User-Contributions.html#vcs_005finfo-API
VENDOR	variables	zsh_7.html	Parameters.html#index-VENDOR	15.5 Parameters Set By The Shell	Parameters.html#Parameters-Set-By-The-Shell
VERBOSE	options	zsh_12.html	Options.html#index-VERBOSE	16.2.9 Scripts and Functions	Options.html#Scripts-and-Functions
verbose, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-verbose_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
verbose, widget style	styles-and-tags	zsh_19.html	User-Contributions.html#index-verbose_002c-widget-style	26.7.3 Styles	User-Contributions.html#Styles
version	concepts	zsh_4.html	index.html#index-version	The Z Shell Manual	index.html#Top
version control utility	concepts	zsh_4.html	User-Contributions.html#index-version-control-utility	26.5 Gathering information from version control systems	User-Contributions.html#Version-Control-Information
VI	options	zsh_12.html	Options.html#index-VI	16.2.12 Zle	Options.html#Zle
vi-add-eol	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dadd_002deol	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-add-next	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dadd_002dnext	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-backward-blank-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dblank_002dword	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-backward-blank-word-end	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dblank_002dword_002dend	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-backward-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dchar	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-backward-delete-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002ddelete_002dchar	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-backward-kill-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dkill_002dword	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-backward-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dword	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-backward-word-end	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbackward_002dword_002dend	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-beginning-of-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dbeginning_002dof_002dline	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-caps-lock-panic	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dcaps_002dlock_002dpanic	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-change	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dchange	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-change-eol	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dchange_002deol	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-change-whole-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dchange_002dwhole_002dline	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-cmd-mode	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dcmd_002dmode	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-delete	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002ddelete	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-delete-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002ddelete_002dchar	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-digit-or-beginning-of-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002ddigit_002dor_002dbeginning_002dof_002dline	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-down-case	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002ddown_002dcase	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-down-line-or-history	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002ddown_002dline_002dor_002dhistory	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-end-of-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dend_002dof_002dline	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-fetch-history	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfetch_002dhistory	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-find-next-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfind_002dnext_002dchar	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-find-next-char-skip	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfind_002dnext_002dchar_002dskip	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-find-prev-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfind_002dprev_002dchar	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-find-prev-char-skip	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfind_002dprev_002dchar_002dskip	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-first-non-blank	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dfirst_002dnon_002dblank	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-forward-blank-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dforward_002dblank_002dword	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-forward-blank-word-end	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dforward_002dblank_002dword_002dend	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-forward-char	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dforward_002dchar	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-forward-word	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dforward_002dword	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-forward-word-end	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dforward_002dword_002dend	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-goto-column	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dgoto_002dcolumn	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-goto-mark	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dgoto_002dmark	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-goto-mark-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dgoto_002dmark_002dline	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-history-search-backward	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dhistory_002dsearch_002dbackward	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-history-search-forward	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dhistory_002dsearch_002dforward	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-indent	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dindent	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-insert	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dinsert	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-insert-bol	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dinsert_002dbol	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-join	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002djoin	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-kill-eol	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dkill_002deol	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-kill-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dkill_002dline	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-match-bracket	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dmatch_002dbracket	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-open-line-above	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dopen_002dline_002dabove	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-open-line-below	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dopen_002dline_002dbelow	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-oper-swap-case	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002doper_002dswap_002dcase	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-pipe	editor-functions	zsh_16.html	User-Contributions.html#index-vi_002dpipe	26.7.1 Widgets	User-Contributions.html#Widgets
vi-pound-insert	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dpound_002dinsert	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-put-after	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dput_002dafter	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-put-before	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dput_002dbefore	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-quoted-insert	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dquoted_002dinsert	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-repeat-change	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002drepeat_002dchange	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-repeat-find	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002drepeat_002dfind	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-repeat-search	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002drepeat_002dsearch	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-replace	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dreplace	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-replace-chars	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dreplace_002dchars	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-rev-repeat-find	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002drev_002drepeat_002dfind	18.6.1 Movement	Zsh-Line-Editor.html#Movement
vi-rev-repeat-search	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002drev_002drepeat_002dsearch	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-set-buffer	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dset_002dbuffer	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-set-mark	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dset_002dmark	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-substitute	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dsubstitute	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-swap-case	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dswap_002dcase	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-undo-change	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dundo_002dchange	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
vi-unindent	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dunindent	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-up-case	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dup_002dcase	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-up-line-or-history	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dup_002dline_002dor_002dhistory	18.6.2 History Control	Zsh-Line-Editor.html#History-Control
vi-yank	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dyank	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-yank-eol	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dyank_002deol	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
vi-yank-whole-line	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-vi_002dyank_002dwhole_002dline	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
VISUAL	variables	zsh_7.html	Zsh-Line-Editor.html#index-VISUAL	18.2 Keymaps	Zsh-Line-Editor.html#Keymaps
visual-line-mode	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-visual_002dline_002dmode	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
visual-mode	editor-functions	zsh_16.html	Zsh-Line-Editor.html#index-visual_002dmode	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
visuals, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-visuals_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
wait	functions	zsh_15.html	Shell-Builtin-Commands.html#index-wait	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
waiting before rm *	concepts	zsh_4.html	Options.html#index-waiting-before-rm-_002a	16.2.6 Input/Output	Options.html#Input_002fOutput
waiting for jobs	concepts	zsh_4.html	Shell-Builtin-Commands.html#index-waiting-for-jobs	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
warn-time	styles-and-tags	zsh_19.html	Calendar-Function-System.html#index-warn_002dtime	23.4 Styles	Calendar-Function-System.html#Calendar-Styles
WARN_CREATE_GLOBAL	options	zsh_12.html	Options.html#index-WARN_005fCREATE_005fGLOBAL	16.2.3 Expansion and Globbing	Options.html#Expansion-and-Globbing
WARN_NESTED_VAR	options	zsh_12.html	Options.html#index-WARN_005fNESTED_005fVAR	16.2.3 Expansion and Globbing	Options.html#Expansion-and-Globbing
WARNCREATEGLOBAL	options	zsh_12.html	Options.html#index-WARNCREATEGLOBAL	16.2.3 Expansion and Globbing	Options.html#Expansion-and-Globbing
warnings, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-warnings_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
WARNNESTEDVAR	options	zsh_12.html	Options.html#index-WARNNESTEDVAR	16.2.3 Expansion and Globbing	Options.html#Expansion-and-Globbing
watch	variables	zsh_7.html	Parameters.html#index-watch	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
WATCH	variables	zsh_7.html	Parameters.html#index-WATCH	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
watch, use of	variables	zsh_7.html	Shell-Builtin-Commands.html#index-watch_002c-use-of	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
WATCHFMT	variables	zsh_7.html	Parameters.html#index-WATCHFMT	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
watching users	concepts	zsh_4.html	Shell-Builtin-Commands.html#index-watching-users	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
what-cursor-position	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-what_002dcursor_002dposition	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
whence	functions	zsh_15.html	Shell-Builtin-Commands.html#index-whence	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
where	functions	zsh_15.html	Shell-Builtin-Commands.html#index-where	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
where-is	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-where_002dis	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
which	functions	zsh_15.html	Shell-Builtin-Commands.html#index-which	17 Shell Builtin Commands	Shell-Builtin-Commands.html#Shell-Builtin-Commands
which-command	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-which_002dcommand	18.6.6 Miscellaneous	Zsh-Line-Editor.html#Miscellaneous
which-command	editor-functions	zsh_17.html	User-Contributions.html#index-which_002dcommand-1	26.7.1 Widgets	User-Contributions.html#Widgets
while	functions	zsh_15.html	Shell-Grammar.html#index-while	6.3 Complex Commands	Shell-Grammar.html#Complex-Commands
while loops	concepts	zsh_4.html	Shell-Grammar.html#index-while-loops	6.3 Complex Commands	Shell-Grammar.html#Complex-Commands
WIDGET	variables	zsh_7.html	Zsh-Line-Editor.html#index-WIDGET	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
WIDGET, in hooks	variables	zsh_7.html	User-Contributions.html#index-WIDGET_002c-in-hooks	26.2.5 Manipulating Hook Functions	User-Contributions.html#Manipulating-Hook-Functions
widget, widget style	styles-and-tags	zsh_19.html	User-Contributions.html#index-widget_002c-widget-style	26.7.3 Styles	User-Contributions.html#Styles
WIDGETFUNC	variables	zsh_7.html	Zsh-Line-Editor.html#index-WIDGETFUNC	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
widgets	variables	zsh_7.html	Zsh-Modules.html#index-widgets-1	22.33 The zsh/zleparameter Module	Zsh-Modules.html#The-zsh_002fzleparameter-Module
widgets	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets	18.4 Widgets	Zsh-Line-Editor.html#Zle-Widgets
widgets, binding	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-binding	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
widgets, calling	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-calling	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
widgets, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-widgets_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
widgets, defining	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-defining	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
widgets, invoking	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-invoking	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
widgets, rebinding	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-rebinding	18.3 Zle Builtins	Zsh-Line-Editor.html#Zle-Builtins
widgets, standard	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-standard	18.6 Standard Widgets	Zsh-Line-Editor.html#Standard-Widgets
widgets, user-defined	concepts	zsh_4.html	Zsh-Line-Editor.html#index-widgets_002c-user_002ddefined	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
WIDGETSTYLE	variables	zsh_7.html	Zsh-Line-Editor.html#index-WIDGETSTYLE	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
windows, completion tag	styles-and-tags	zsh_19.html	Completion-System.html#index-windows_002c-completion-tag	20.3.2 Standard Tags	Completion-System.html#Standard-Tags
windows, curses	concepts	zsh_4.html	Zsh-Modules.html#index-windows_002c-curses	22.9.1 Builtin	Zsh-Modules.html#Builtin
word designators, history	concepts	zsh_4.html	Expansion.html#index-word-designators_002c-history	14.1.3 Word Designators	Expansion.html#Word-Designators
word, completion style	styles-and-tags	zsh_19.html	Completion-System.html#index-word_002c-completion-style	20.3.3 Standard Styles	Completion-System.html#Standard-Styles
WORDCHARS	variables	zsh_7.html	Parameters.html#index-WORDCHARS	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
words	variables	zsh_7.html	Completion-Widgets.html#index-words	19.2 Completion Special Parameters	Completion-Widgets.html#Completion-Special-Parameters
writing modules	concepts	zsh_4.html	Zsh-Modules.html#index-writing-modules	22.13 The zsh/example Module	Zsh-Modules.html#The-zsh_002fexample-Module
XTRACE	options	zsh_12.html	Options.html#index-XTRACE	16.2.9 Scripts and Functions	Options.html#Scripts-and-Functions
yank	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-yank	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
yank-pop	editor-functions	zsh_17.html	Zsh-Line-Editor.html#index-yank_002dpop	18.6.3 Modifying Text	Zsh-Line-Editor.html#Modifying-Text
YANK_ACTIVE	variables	zsh_8.html	Zsh-Line-Editor.html#index-YANK_005fACTIVE	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
YANK_END	variables	zsh_8.html	Zsh-Line-Editor.html#index-YANK_005fEND	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
YANK_START	variables	zsh_8.html	Zsh-Line-Editor.html#index-YANK_005fSTART	18.5 User-Defined Widgets	Zsh-Line-Editor.html#User_002dDefined-Widgets
zap-to-char	editor-functions	zsh_17.html	Zsh-Modules.html#index-zap_002dto_002dchar	22.12 The zsh/deltochar Module	Zsh-Modules.html#The-zsh_002fdeltochar-Module
zargs	functions	zsh_15.html	User-Contributions.html#index-zargs	26.12.1 Descriptions	User-Contributions.html#Descriptions
ZBEEP	variables	zsh_8.html	Parameters.html#index-ZBEEP	15.6 Parameters Used By The Shell	Parameters.html#Parameters-Used-By-The-Shell
